mean_episode_reward,robot_0/loss,survival_rate,robot_0/q_mean,std_episode_reward,robot_3/loss,total_non_home_charges_per_episode,epsilon,global_step,robot_1/q_mean,robot_2/q_mean,robot_1/loss,total_immediate_kills_per_episode,_timestamp,episode,robot_3/q_std,mean_final_energy,_runtime,robot_2/loss,robot_0/q_std,robot_2/q_std,robot_3/q_mean,total_kills_per_episode,total_agent_collisions_per_episode,episode_length,total_charges_per_episode,_step,robot_1/q_std
38.07750000000001,,3.0,,4.268930633074278,,0.0,0.06844601986126451,3094,,,,0.0,1763490004.6105978,535.0,,75.0,66.7412259,,,,,0.0,0.0,83.0,300.0,547,
98.90000000000026,,3.0,,1.3544556101992171,,0.0,0.06742445445908266,3583,,,,0.0,1763490015.9280252,538.0,,43.75,78.058887894,,,,,0.0,1.0,209.0,779.0,550,
65.56500000000001,,3.0,,6.951792934200485,,0.0,0.06575561514114299,3837,,,,0.0,1763490021.6427672,543.0,,63.75,83.773615439,,,,,0.0,0.0,143.0,516.0,555,
,,,,,0.010550701059401035,,,4000,,,,,1763490025.496909,,0.8930671215057373,,87.627353372,,,,1.9207324981689453,,,,,559,
101.47500000000025,,3.0,,0.28004463929878826,,0.0,0.06317096204211972,4832,,,,0.0,1763490044.5253925,551.0,,71.25,106.65616091,,,,,0.0,0.0,214.0,797.0,567,
6.734999999999999,,3.0,,1.238315387936368,,0.0,0.06285510723190912,4847,,,,0.0,1763490044.8827677,552.0,,71.25,107.013460155,,,,,0.0,0.0,15.0,55.0,568,
,,,,,,,,5000,2.3067009449005127,,0.01140539813786745,,1763490048.4537306,,,,110.584163435,,,,,,,,,570,0.755339503288269
81.3175000000001,,3.0,,1.231064072256206,,0.0,0.06254083169574957,5019,,,,0.0,1763490048.896864,553.0,,60.0,111.027659591,,,,,0.0,0.0,172.0,640.0,573,
38.195000000000014,,3.0,,0.7245170805440052,,0.0,0.058889873488111255,6681,,,,0.0,1763490088.4258413,565.0,,51.25,150.556800545,,,,,0.0,0.0,81.0,303.0,589,
13.285000000000002,,3.0,,1.4689877467154007,,0.0,0.05772088009124167,6955,,,,0.0,1763490094.2886236,569.0,,61.25,156.41929046,,,,,0.0,0.0,30.0,107.0,593,
